CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
04415951000182,WMF SERVICE,WM FRIESEN ADMINISTRACAO E PLANEJAMENTO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NOSSA SENHORA APARECIDA,475,CAMBIJU,ITAPOA,SC,89249000,Micro Empresa,16/04/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,41  3774236,"MARIA HAMM FRIESEN (SÓCIO/ADMINISTRADOR),WALDEMAR FRIESEN (Sócio-Administrador)"
07751617000198,SIGNO,SIGNO SOLUCOES E INTELIGENCIA EM GESTAO DE NEGOCIOS E ORGANIZACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 916,27,CENTRO,BALNEARIO CAMBORIU,SC,88330570,Pequeno Porte,16/12/2005,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,"realcontabil@realcontabil.cnt.br,signo@signosol.com.br",41  32447481,"CLAUS PETER POLZIN (SÓCIO/ADMINISTRADOR),MIGUEL ANGELO SCOTTI (Sócio-Administrador),RITA DE CASSIA FAUST SCOTTI (SÓCIO/ADMINISTRADOR),TIZZIANA FAUST SCOTTI (SÓCIO/ADMINISTRADOR)"
07340399000107,,G. A BRASIL ASSESSORIA E CONSULTORIA COMERCIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA FREI CANECA,64,AGRONOMICA,FLORIANOPOLIS,SC,88025000,Médio/Grande Porte,15/04/2005,"300.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,41  21048686,"LUTHER TERRY GRIMBLE (Sócio-Administrador),MARGARETE PEDRO (Sócio-Administrador)"
22911361000122,TJ BIOPARTNERING,TJ BIOPARTNERING CONSULTORIA EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LAURO LINHARES,589,TRINDADE,FLORIANOPOLIS,SC,88036002,Micro Empresa,22/07/2015,"95.400,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,21  22242427,THIERRY PIERRE MARIE JOURDET (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
04999176000150,,CONSULTORES EM GESTAO S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ACACIO MELO,50,JURERE,FLORIANOPOLIS,SC,88053450,Micro Empresa,08/04/2002,"2.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,14482821659,"CARLOS MELIM PASSONI (Sócio-Administrador),DIEGO PASSONI (SÓCIO/ADMINISTRADOR)"
06999390000131,GET BETTER,ASSESSORIA E CONSULTORIA EM LIDERANCA GET BETTER  EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA CORONEL MARCOS KONDER,805,CENTRO,ITAJAI,SC,88301302,Micro Empresa,27/08/2004,"72.400,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,getbetterempresas@gmail.com,11  95836500,EDUARDO DA SILVA GUERRA (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
11413404000123,,G&T CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA DAS RENDEIRAS,1406,LAGOA DA CONCEICAO,FLORIANOPOLIS,SC,88062400,Micro Empresa,10/12/2009,"300.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,gustavo_cortese@hotmail.com,11  82441976,"GUSTAVO PASQUALE CORTESE (Sócio-Administrador),TATIANA TUCUNDUVA PHILIPPI CORTESE (SÓCIO/ADMINISTRADOR)"
11015720000147,,SIMBIO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ITUPORANGA,210,BOM RETIRO,JOINVILLE,SC,89222430,Micro Empresa,03/08/2009,"3.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,11  82354740,"LUIZ FERNANDO RAMOS DA SILVA (Sócio-Administrador),PAULO ALEXANDRE RAMOS DA SILVA (SÓCIO/ADMINISTRADOR)"
22958437000175,MESSA GESTAO FINANCEIRA EMPRESARIAL,MESSA GESTAO FINANCEIRA EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CONSUL CARLOS RENAUX,18,CABECUDAS,ITAJAI,SC,88306460,Médio/Grande Porte,30/07/2015,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,marcosdisessa@itaipar.com.br,11  82030567,DOMINGOS MARCOS DI SESSA (SÓCIO/ADMINISTRADOR)
06097765000178,,LITWELL - CONSULTORIA E ORIENTACAO TRIBUTARIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 701,25,CENTRO,BALNEARIO CAMBORIU,SC,88330711,Pequeno Porte,05/02/2004,"357.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contato@praticacontabil.com.br,11  40229494,"ANA PAULA DOS SANTOS MUNHOES (SÓCIO/ADMINISTRADOR),ANTONIO CARLOS GOMES MUNHOES (Sócio-Administrador),MARIA CRISTINA FIRMBACH ANNES (Sócio-Administrador)"
08978297000176,,UF CONSULTORIA DE INVESTIMENTOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA JOSE CARLOS DAUX,5500,SACO GRANDE,FLORIANOPOLIS,SC,88032005,Pequeno Porte,13/07/2007,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,michel.martins@ntwcontabilidade.com.br,11  21612400,"BRUNA WERTHER DE ARAUJO LOBAO (SÓCIO/ADMINISTRADOR),HENRIQUE PINTO DOS SANTOS (SÓCIO/ADMINISTRADOR),JOAO PEDRO HESPANHA MADEIRA (Sócio-Administrador),MARIA JOSE MANHAES MACHADO (SÓCIO/ADMINISTRADOR)"
07359015000190,,MUNDIAL FLEX BORRACHAS E PLASTICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA DAS INDUSTRIAS,200,PORTO GRANDE,ARAQUARI,SC,89245000,Micro Empresa,29/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,ohkoga@superig.com.br,11  20174408,VLAMIR CARDOSO (Sócio-Administrador)
03613482000143,,WEST CONSULT CONSULTORES ASSOCIADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GUAPORE,370,CENTRO,CHAPECO,SC,89802300,Micro Empresa,25/01/2000,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,049 7260138,"FABIO SADI CASAGRANDE (Sócio-Administrador),ODILSON VICENTE DE LIMA (Sócio-Administrador)"
04707189000108,,NEGOCIAL ASSESSORIA E CONSULTORIA S/C LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SETE DE SETEMBRO,2602,CENTRO,SAO MIGUEL DO OESTE,SC,89900000,Micro Empresa,08/10/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,ajludwig@crmail.com.br,049 6222010,"MAURI JOSE CAMPAGNOLO (Sócio-Administrador),MIGUEL ANGELO GOBBI (Sócio-Administrador)"
07091649000104,,GILMAR DE MATOS CRESPO ACESSORIA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CARLOS SPERANCA,240,CENTRO,CACADOR,SC,89500001,Micro Empresa,18/11/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,capelari@conection.com.br,049 5675240,
02472559000140,,PLANACON PLANEJAMENTO ASSESSORIA E CONTABILIDADE LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GETULIO VARGAS,37,CENTRO,LINDOIA DO SUL,SC,89735000,Micro Empresa,01/03/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,049 4461320,"GILBERTO LODI (Sócio-Administrador),LUIS CARLOS FIORENTIN (SÓCIO/ADMINISTRADOR)"
07182988000104,MAPA ASSESSORIA E CONSULTORA TRIBUTARIA LTDA,SOMAP - ASSESSORIA E CONSULTORIA TRIBUTARIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALAGOAS,97,SAO CRISTOVAO,LAGES,SC,88509110,Micro Empresa,14/01/2005,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,049 2252690,"ANTONIO DOS PASSOS PADILHA (Sócio-Administrador),LILIANE VICENTE GRECHONIAK (SÓCIO/ADMINISTRADOR)"
03490759000198,PERQUALITATE,PAGANI & SZPOGANICZ LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GERMANO WENDHAUSEN,93,CENTRO,FLORIANOPOLIS,SC,88015460,Médio/Grande Porte,08/11/1999,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 9606013,"EDUARDO SZPOGANICZ (Sócio-Administrador),ELEONORA SZPOGANICZ SAMSON (SÓCIO/ADMINISTRADOR)"
02791938000100,ACTIO CONSULTORIA,ACTIO CONSULTORIA TRIBUTARIA E EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA URUGUAI,1000,CENTRO,TUBARAO,SC,88705330,Micro Empresa,16/10/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 6267001,DEONISIO ROCHA (Sócio-Administrador)
04953598000194,,MBS - ASSESSORIA & TURISMO S/C LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA : ANTONINA BURIGO CORBETTA,50,VILA MOEMA,TUBARAO,SC,88705030,Micro Empresa,07/03/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 6263288,"MARCELO BELLEZA STELLA (Sócio-Administrador),MARIELA CUNHA BELLEZA STELLA (SÓCIO/ADMINISTRADOR)"
01717579000170,,EMPRESAS GUGLIELMI PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",PRACA NEREU RAMOS,114,CENTRO,CRICIUMA,SC,88801500,Médio/Grande Porte,10/03/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 4379500,HILDA FONTANELLA GUGLIELMI (SÓCIO/ADMINISTRADOR)
03215598000124,CASA DA FRANCA,ACK CONSULTORIA E GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA JOAO BESEN,230,CENTRO,ANTONIO CARLOS,SC,88180000,Pequeno Porte,14/06/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 2442513,"ANTONIO CARLOS GUTERRES KIELING (Sócio-Administrador),ILZA ELIZABETH GUTERRES KIELING GAMA (SÓCIO/ADMINISTRADOR)"
01531224000192,,JOTA EME ASSESSORIA E SERVICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JERONIMO COELHO,95,CENTRO,FLORIANOPOLIS,SC,88010030,Micro Empresa,11/11/1996,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 2228388,"JOAO DE DEUS MACHADO NETO (Sócio-Administrador),MARIA EDUARDA SILVA MACHADO (SÓCIO/ADMINISTRADOR)"
01445486000134,LEITE CONSULTORES,LEITE CONSULTORIA EMPRESARIAL S/C LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MAJOR COSTA,118,CENTRO,FLORIANOPOLIS,SC,88020400,Micro Empresa,24/09/1996,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,048 2225627,EUNICE MARIA DOS SANTOS LEITE (SÓCIO/ADMINISTRADOR)
01717827000183,,M.K.N. ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PICARRAS,380,CENTRO,JARAGUA DO SUL,SC,89252110,Pequeno Porte,12/03/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,0473720586,NEUSA KOHLBACH (SÓCIO/ADMINISTRADOR)
03599165000110,RAV CONSULTORIA,RAV ASSESSORIA E CONSULTORIA EM PLANEJAMENTO S/C LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MANOEL TAVARES,100,CENTRO,BRUSQUE,SC,88350450,Micro Empresa,05/01/2000,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 99892162,"MARLENE STOLTENBERG AVIZ (SÓCIO/ADMINISTRADOR),RUBENS AVIZ (Sócio-Administrador)"
02692328000141,,L.S. CONSULTORIA E SERVICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JARAGUA,994,AMERICA,JOINVILLE,SC,89204650,Micro Empresa,17/08/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4722035,LIGIA MARISA SCHNEIDER (Sócio-Administrador)
02056467000189,,"FINANZE - C&R - CONSULTORIA FINANCEIRA, REPRESENTACAO E INCORPORACAO LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",DONA FRANCISCA,1700,SAGUACU,JOINVILLE,SC,89221009,Micro Empresa,20/08/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4721303,"ANTONIO VALDIR RIVA (Sócio-Administrador),WALDENICE IGNES COLUSSI RIVA AFFOLTER (SÓCIO/ADMINISTRADOR)"
03369192000104,GRUPO ABRA,GRUPO ABRA GESTAO & NEGOCIOS LIMITADA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ANITA GARIBALDI,120,ANITA GARIBALDI,JOINVILLE,SC,89203300,Médio/Grande Porte,23/08/1999,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,jnr@expresso.com.br,047 4552180,"LARA BERGSON DE OLIVEIRA MARTINS (Sócio Ou Acionista Menor (Assistido/Representado)),MORGANA MARTINS (Sócio-Administrador)"
03485057000116,,RAPHAELI ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA QUINZE DE NOVEMBRO,7398,VILA NOVA,JOINVILLE,SC,89237000,Micro Empresa,28/10/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4390357,"ARNO JOSE RAPHAELI (Sócio-Administrador),CRISTIANE INDALENCIO RAPHAELI (SÓCIO/ADMINISTRADOR)"
02702657000126,,WR ASSESSORIA E REPRESENTACAO COMERCIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA INDEPENDENCIA,948,ANITA GARIBALDI,JOINVILLE,SC,89203305,Micro Empresa,08/06/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,proconta@netville.com.br,047 4337133,"KETLIN TIERGARTEN (Sócio-Administrador),ROGERIO LUIZ GREBE (Sócio-Administrador)"
00427289000120,,LE CANARD SERVICOS DE ASSESSORIA E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA XV DE NOVEMBRO,2075,GLORIA,JOINVILLE,SC,89201602,Pequeno Porte,09/02/1995,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,joinville@lecanard.com.br,047 4335033,"AGN SERVICOS E PARTICIPACOES LTDA (SÓCIO/ADMINISTRADOR),ANGELA CORREA GAYOSO NEVES ZIEMATH (Sócio-Administrador),REBECA CORREA GAYOSO NEVES ZIEMATH (SÓCIO/ADMINISTRADOR),REBECA CORREA GAYOSO NEVES ZIEMATH LEMOS (SÓCIO/ADMINISTRADOR),RICARDO GAYOSO NEVES ZIEMATH (SÓCIO/ADMINISTRADOR),RICARDO LUIZ ZIEMATH (SÓCIO/ADMINISTRADOR)"
00479478000146,,MEDIACAO CONSULTORIA E GESTAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA VISCONDE DE MAUA,2017,AMERICA,JOINVILLE,SC,89204500,Micro Empresa,14/03/1995,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,047 4334986,"MARCELO LUIS DE CAMPOS (SÓCIO/ADMINISTRADOR),MONIQUE ANDREA DE CAMPOS (SÓCIO/ADMINISTRADOR),VERNON LUIZ DE CAMPOS (Sócio-Administrador)"
07278188000183,SJB CONSULTORIA,SJB CONSULTORIA TECNICA E REPRESENTACAO COMERCIAL EM FUNDICAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DES. GUILHERME ABRY,92,SAGUACU,JOINVILLE,SC,89221600,Micro Empresa,02/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,rodrigo@atos.cnt.br,047 4332844,"SANDRA REGINA BERGMANN PABST (SÓCIO/ADMINISTRADOR),SERGIO JOSE BERGMANN (Sócio-Administrador)"
03043295000171,,KOHLER CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DR. JOAO COLIN,867,AMERICA,JOINVILLE,SC,89204250,Micro Empresa,17/03/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4332844,"ANA CLAUDIA KOHLER PRAYON (SÓCIO/ADMINISTRADOR),MARIA CECILIA KOHLER PANNO (SÓCIO/ADMINISTRADOR),MAURO KOHLER (Sócio-Administrador)"
03227456000187,,AMDM ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CORONEL CAMACHO,65,IRIRIU,JOINVILLE,SC,89227500,Micro Empresa,16/06/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4331534,ROSSANA BLEY DE SEBASTIANI (Sócio-Administrador)
05750669000114,,ESTRATEGICS SOLUTIONS CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA ANTONIO RAMOS ALVIM,1350,FLORESTA,JOINVILLE,SC,89211460,Micro Empresa,07/07/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,janilson.souza@superig.com.br,047 4266705,JANILSON DE SOUZA (Sócio-Administrador)
02860523000133,,ZB&FO ASSESSORIA LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DR. HONE,1923,GLORIA,JOINVILLE,SC,89201602,Micro Empresa,13/11/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 4226862,"ALEXANDRE EDUARDO DE OLIVEIRA (Sócio-Administrador),ALINE ZOREK BUCHMANN (SÓCIO/ADMINISTRADOR)"
04269350000109,,THOMAS CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)","RUA PRINCESA ISABEL,",113,CENTRO,SCHROEDER,SC,89275000,Micro Empresa,24/01/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,amcont@netuno.com.br,047 3741122,"CLEONIS ROSALIA TOMASELLI (SÓCIO/ADMINISTRADOR),IDEZIO JOAO TOMAZELLI (Sócio-Administrador)"
03519913000107,LODI ASSESSORIA,LODI ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA SC 413,500,AREA INDUSTRIAL,MASSARANDUBA,SC,89108000,Micro Empresa,22/11/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,orsi@netuno.com.br,047 3731354,"OSNILDO BARTEL JUNIOR (SÓCIO/ADMINISTRADOR),VINICIUS JURANDIR MAIOCCHI (Sócio-Administrador)"
03086628000140,SCHLUP CONSULTORIA JURIDICA E EDUCACIONAL,SCHLUP CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA BRASIL,999,CENTRO,BALNEARIO CAMBORIU,SC,88330003,Micro Empresa,31/03/1999,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3670490,"ALESSANDRA SCHLUP (Sócio-Administrador),MOACIR SCHLUP (Sócio-Administrador)"
02002998000199,ENSC AMBIENTAL,ESCRITORIO DE NEGOCIOS SANTA CATARINA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BENJAMIN FRANKLIN PEREIRA,355,VILA OPERARIA,ITAJAI,SC,88304070,Médio/Grande Porte,28/07/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3445387,PAULO ELOI ORTIZ BERTAZZO (Sócio-Administrador)
02754445000192,,EGEDEL ASSESSORIA DE MARKETING LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CARLOS KRETZ,200,BADENFURT,BLUMENAU,SC,89070260,Micro Empresa,31/08/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3348350,"EDSON LUIZ DELMONEGO (Sócio-Administrador),GEANE GENZ DELMONEGO (SÓCIO/ADMINISTRADOR)"
02720075000172,LINCE INTERNACIONAL,LINCE INTERNACIONAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DR. NEREU RAMOS,750,CENTRO,GASPAR,SC,89110001,Médio/Grande Porte,11/08/1998,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contabil@lince.com.br,047 3319700,
02963053000133,,CONTEMPORANEA ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 7 DE SETEMBRO,1415,CENTRO,BLUMENAU,SC,89010203,Micro Empresa,13/01/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3265800,"ANSELMO JOSE DE SOUZA (Sócio-Administrador),MARLISE NATALIA MARTIN DE SOUZA (SÓCIO/ADMINISTRADOR)"
01716589000191,,DAVOK CONSULTORES ASSOCIADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",ALAMEDA RIO BRANCO,238,CENTRO,BLUMENAU,SC,89010300,Micro Empresa,02/02/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3261839,"HEINZ WOLFGANG KUMM (SÓCIO/ADMINISTRADOR),LORETA HANEMANN (SÓCIO/ADMINISTRADOR)"
